house_id,neighborhood,area,bedrooms,bathrooms,style,price
3937,B,1078,2,1,ranch,543909
5701,A,4696,6,4,victorian,1177467
6736,C,3010,6,4,victorian,759339
4942,C,2111,4,2,victorian,536083
6000,C,1409,3,2,victorian,361903
7414,A,1662,4,2,ranch,424731
623,C,1032,3,2,ranch,268407
2175,B,735,0,0,lodge,374574
3207,C,4650,7,4,victorian,1166143
5696,B,3976,6,4,victorian,1973163
7502,C,2749,4,2,victorian,694307
4313,C,1789,4,2,victorian,456227
549,B,1377,3,2,lodge,691468
4208,B,2460,5,3,ranch,1225623
1120,B,1315,3,2,victorian,660902
2652,B,1456,3,2,victorian,730415
5798,A,3284,5,3,victorian,827139
7326,B,1093,0,0,lodge,551068
3502,A,1909,4,2,ranch,485987
4878,C,1073,3,2,victorian,278575
2700,B,3155,5,3,victorian,1568258
4447,B,350,1,0,lodge,184853
830,B,1188,2,1,lodge,598139
2482,A,1511,3,2,ranch,387199
5138,B,1129,2,1,lodge,569052
3733,C,1633,4,2,ranch,417539
4255,A,2370,4,2,ranch,600315
5552,B,2366,4,2,ranch,1179129
2852,B,1219,3,2,victorian,613574
1751,B,2717,5,3,victorian,1352324
4663,B,1402,2,1,lodge,703641
1214,C,4087,5,3,victorian,1026283
2916,B,986,2,1,ranch,498553
5482,A,3550,6,4,victorian,893259
5112,B,219,1,0,lodge,120270
3574,A,3567,5,3,victorian,897323
3817,A,2085,4,2,victorian,529635
3081,A,4639,6,4,victorian,1163331
528,B,3127,5,3,victorian,1554454
309,B,2023,4,2,victorian,1010030
3183,A,3303,5,3,victorian,831851
4954,B,1099,2,1,lodge,554262
1491,B,1954,4,2,victorian,976013
4970,A,3305,5,3,victorian,832347
4186,C,1914,4,2,ranch,487227
1518,A,1181,3,2,ranch,305359
4334,A,1580,4,2,victorian,404395
1314,B,1822,4,2,victorian,910937
3319,A,141,1,0,lodge,47135
6921,B,3875,6,4,victorian,1923370
6193,A,2323,4,2,lodge,588659
2593,A,2949,5,3,victorian,744059
2702,C,3482,5,3,victorian,876243
5447,A,3891,5,3,victorian,977675
6297,B,5558,8,5,victorian,2753325
1946,A,2515,4,2,ranch,636275
5363,B,1486,4,2,victorian,745289
2208,C,2271,4,2,lodge,575763
1817,A,3117,5,3,ranch,785723
6503,B,1395,3,2,ranch,700342
3459,A,737,0,0,lodge,194859
7519,B,1105,3,2,ranch,557372
2782,C,2314,4,2,victorian,586427
403,B,4074,6,4,victorian,2021477
1819,A,2584,5,3,victorian,653539
7398,A,2217,4,2,victorian,562371
6531,C,1191,3,2,victorian,307839
3184,A,3246,5,3,ranch,817715
3158,A,1333,2,1,ranch,342903
5974,B,3091,5,3,ranch,1536706
988,C,1174,3,2,ranch,303623
3347,A,85,1,0,lodge,33247
7675,A,1561,2,1,lodge,399447
4714,C,3008,6,4,victorian,758843
5401,B,1600,3,2,ranch,801407
7166,B,3312,6,4,victorian,1645811
4359,C,4113,6,4,victorian,1032883
5279,B,1503,3,2,ranch,753586
6001,A,3175,5,3,victorian,800107
7492,C,2032,4,2,victorian,516491
6348,A,2214,4,2,victorian,561627
6826,B,1473,3,2,ranch,738796
1753,A,934,2,1,ranch,243951
7604,A,1798,4,2,ranch,458459
449,A,3954,6,4,victorian,993451
3650,A,1844,4,2,ranch,469867
2607,A,1170,2,1,ranch,302479
4702,B,4114,6,4,victorian,2041197
2373,A,2113,4,2,ranch,536579
2549,B,1276,3,2,victorian,641675
3384,C,1175,2,1,lodge,303719
7513,C,1257,2,1,lodge,324055
6106,B,118,1,0,lodge,70477
3145,A,3457,5,3,victorian,870043
6165,A,1145,3,2,ranch,296431
6400,C,3150,5,3,victorian,793907
4884,C,750,0,0,lodge,198083
1823,A,1793,4,2,victorian,457219
7883,A,79,1,0,lodge,31759
7664,A,1023,3,2,ranch,266175
3131,B,3434,5,3,victorian,1705805
6115,C,1697,4,2,ranch,433411
5864,B,1105,3,2,ranch,557372
4483,B,771,0,0,lodge,392322
5397,C,1131,2,1,lodge,292807
6816,B,1283,3,2,lodge,645126
2102,A,1179,2,1,lodge,304711
5884,B,2345,4,2,ranch,1168776
660,A,3847,6,4,victorian,966915
316,C,1482,3,2,lodge,380007
7144,B,4199,5,3,victorian,2082950
856,B,2568,5,3,victorian,1278867
5689,C,3048,5,3,victorian,768611
4498,C,186,1,0,lodge,58295
4718,A,1211,2,1,lodge,312647
3166,B,1780,4,2,ranch,890231
4732,C,2013,4,2,victorian,511779
1133,C,3174,5,3,victorian,799859
5026,A,3149,5,3,victorian,793659
2765,C,2494,6,4,victorian,631371
7403,B,1465,2,1,ranch,734700
7330,B,4859,7,4,victorian,2408566
1277,B,1732,4,2,ranch,866567
4033,A,1496,2,1,victorian,383327
1668,B,3743,6,4,victorian,1858294
6268,C,1411,2,1,lodge,362247
4054,A,2872,6,4,victorian,725115
5652,A,4301,6,4,victorian,1079507
2106,C,3848,5,3,victorian,967011
2538,B,1738,4,2,ranch,869525
6683,B,1685,3,2,ranch,843312
5388,B,3602,5,3,victorian,1788629
6488,B,955,2,1,ranch,483270
6635,C,1478,3,2,ranch,379015
6361,A,1125,3,2,ranch,291471
6463,C,205,1,0,lodge,63007
1808,A,5019,6,4,victorian,1257571
7934,B,3166,5,3,victorian,1573681
840,C,1168,3,2,victorian,302135
358,B,5330,8,5,victorian,2640921
2190,B,94,1,0,lodge,58645
4104,B,1301,2,1,ranch,653848
887,C,1517,3,2,ranch,388687
2469,B,3160,5,3,victorian,1570723
7228,A,1116,3,2,victorian,289239
5735,C,3155,6,4,victorian,795299
4782,B,1883,4,2,victorian,941010
6877,B,3279,6,4,victorian,1629542
2027,A,3442,5,3,ranch,866323
3533,B,3631,5,3,victorian,1802926
5793,C,3026,5,3,victorian,763155
3757,B,4908,6,4,victorian,2432639
4396,A,1753,4,2,victorian,447299
1762,A,120,1,0,lodge,41927
848,A,2240,4,2,ranch,568075
2683,A,298,1,0,lodge,86071
7904,A,3687,5,3,victorian,927083
3561,A,2231,4,2,ranch,565843
311,C,1713,4,2,ranch,437379
7961,B,1302,3,2,ranch,654493
3002,B,1366,3,2,ranch,686045
5467,B,3702,6,4,victorian,1838081
522,C,2868,6,4,victorian,724123
5753,C,2737,5,3,victorian,691483
7666,A,192,1,0,lodge,59783
7539,B,1491,3,2,ranch,747670
3628,B,1946,4,2,ranch,972069
2037,B,4163,7,4,victorian,2065438
1588,B,3324,5,3,victorian,1651575
2382,A,4538,6,4,victorian,1138283
5050,C,1190,3,2,victorian,307591
7552,C,3493,5,3,victorian,878971
4068,A,3294,7,4,victorian,829855
6462,C,2280,4,2,victorian,577995
2994,C,1659,4,2,ranch,423987
3843,A,1265,3,2,ranch,326191
3494,A,951,2,1,lodge,248167
6022,B,3433,6,4,victorian,1705464
3582,A,1617,3,2,ranch,413487
5263,A,697,0,0,lodge,184939
1534,C,2962,5,3,victorian,747283
7333,C,3565,5,3,victorian,896827
3852,B,1010,3,2,lodge,510537
7649,B,1037,2,1,ranch,523696
1091,B,1183,3,2,victorian,595826
3278,B,972,3,2,victorian,491803
5014,B,4332,6,4,victorian,2148671
421,C,2997,5,3,victorian,755963
1393,A,5620,7,4,victorian,1406703
1394,A,2742,5,3,victorian,692723
1328,A,1067,2,1,ranch,276935
2209,B,3065,5,3,victorian,1523888
3505,C,3336,5,3,victorian,840035
4777,B,1452,2,1,lodge,728291
2730,A,3861,6,4,victorian,970387
3719,B,2447,4,2,victorian,1219062
5449,B,523,0,0,lodge,270058
4863,B,1720,3,2,victorian,860567
5877,A,2105,4,2,victorian,534595
5996,A,1353,3,2,ranch,348015
7631,A,866,3,2,victorian,227239
2135,A,2087,4,2,victorian,530131
5490,A,749,2,1,ranch,198071
6292,B,2733,5,3,victorian,1360212
5570,A,1410,2,1,ranch,361999
4592,A,3487,5,3,victorian,877483
798,A,108,1,0,lodge,38951
5587,B,3088,5,3,victorian,1535227
7314,B,1701,4,2,victorian,851284
5770,C,1414,3,2,victorian,363143
3826,A,2044,4,2,victorian,519467
2826,B,3082,5,3,victorian,1532269
2733,C,2837,5,3,victorian,716283
2263,A,3363,6,4,victorian,846883
5085,C,1097,3,2,victorian,284527
1035,B,1667,3,2,ranch,834438
5093,B,1410,2,1,lodge,707585
3427,C,2119,4,2,ranch,538067
5430,B,3628,5,3,victorian,1801447
4246,B,303,1,0,lodge,161682
7208,C,3124,5,3,victorian,787459
2753,B,3710,7,4,victorian,1842109
5003,A,3883,6,4,victorian,975843
312,B,1538,4,2,victorian,770925
5811,C,1954,4,2,victorian,497147
4228,A,1438,3,2,ranch,369095
995,A,2120,4,2,victorian,538315
2107,B,935,2,1,ranch,473410
6446,C,1454,3,2,victorian,373063
5747,A,1314,3,2,ranch,338343
5226,B,966,2,1,ranch,488693
1614,A,1085,2,1,ranch,281399
3713,B,1678,3,2,ranch,839861
7998,B,3758,7,4,victorian,1865773
2505,B,269,1,0,lodge,144920
3594,B,1149,2,1,ranch,578912
3027,A,1834,4,2,victorian,467387
907,A,3763,6,4,victorian,946083
212,C,1042,2,1,lodge,270735
6504,A,157,1,0,lodge,51103
3921,A,2933,6,4,victorian,740243
5437,C,883,3,2,victorian,231455
571,C,1297,3,2,ranch,334127
6154,B,1209,2,1,lodge,608492
1744,A,1888,4,2,victorian,480779
1004,C,2051,4,2,victorian,521203
7958,A,3942,6,4,victorian,990475
4288,A,3416,5,3,victorian,859875
1241,B,1786,4,2,ranch,893189
1766,B,3275,6,4,victorian,1627570
1659,C,1093,2,1,ranch,283383
4013,C,172,1,0,lodge,54823
3429,B,1358,3,2,ranch,682101
7267,C,4231,5,3,victorian,1061995
1532,A,1912,4,2,victorian,486731
2316,C,3585,5,3,victorian,901787
5000,A,1135,3,2,ranch,293951
6436,C,3786,5,3,victorian,951635
4499,A,4387,7,4,victorian,1100919
5876,B,5818,6,4,victorian,2881269
233,B,6183,7,4,victorian,3061298
4723,A,3282,5,3,victorian,826643
298,A,1211,2,1,ranch,312647
6896,C,2954,5,3,victorian,745299
7719,A,345,1,0,lodge,97727
4946,B,2062,4,2,ranch,1029257
2641,A,3279,5,3,victorian,825899
7238,C,649,0,0,lodge,173035
3968,B,3572,7,4,victorian,1774075
2596,C,1600,3,2,lodge,409271
2929,B,3515,6,4,victorian,1745890
6248,A,1805,4,2,ranch,460195
1673,B,909,3,2,ranch,460744
3152,A,968,2,1,victorian,252383
3973,B,1611,3,2,ranch,806830
4588,C,3337,6,4,victorian,840435
3500,C,3524,5,3,victorian,886659
7758,A,4534,7,4,victorian,1137375
2367,B,1772,4,2,ranch,886287
397,A,397,1,0,lodge,110623
6501,C,2081,5,3,victorian,528795
2796,C,798,0,0,lodge,209987
5523,A,1605,4,2,ranch,410595
3906,B,3631,5,3,ranch,1802926
2679,B,1143,3,2,ranch,576106
6523,B,1195,2,1,lodge,601590
6138,B,1170,3,2,ranch,589417
356,B,165,1,0,lodge,93648
5095,B,1244,3,2,ranch,625899
5890,C,321,1,0,lodge,91775
4277,A,1212,2,1,ranch,312895
399,A,1540,4,2,victorian,394475
845,B,1367,3,2,victorian,686538
5657,A,1052,3,2,ranch,273367
1900,B,1852,4,2,victorian,925727
1553,A,2147,4,2,victorian,545011
482,C,3204,5,3,victorian,807299
6328,C,2345,4,2,ranch,594115
5968,B,5104,7,4,victorian,2529351
6792,B,1508,2,1,lodge,755899
1190,C,1643,4,2,ranch,420019
1109,B,4169,6,4,victorian,2068312
1366,A,3347,5,3,victorian,842763
7810,C,1820,4,2,ranch,463915
1943,B,1289,3,2,ranch,648084
1511,B,2658,5,3,ranch,1323237
494,A,3584,5,3,victorian,901539
3667,A,1238,2,1,ranch,319343
5744,A,1752,3,2,victorian,446967
3861,B,1310,3,2,ranch,658437
5306,A,812,0,0,lodge,213459
3557,C,2858,5,3,victorian,721491
5350,C,2539,5,3,victorian,642379
7223,A,3651,5,3,victorian,918155
2366,A,3719,6,4,victorian,935171
6508,A,1097,3,2,ranch,284527
1411,B,1045,2,1,ranch,527640
5346,A,1274,3,2,victorian,328423
2091,C,3575,5,3,victorian,899307
5687,C,1198,3,2,ranch,309575
1958,A,2576,5,3,victorian,651555
3416,C,3061,5,3,victorian,771835
6676,C,2046,4,2,victorian,519963
1096,A,1425,4,2,victorian,365955
2659,B,1077,2,1,lodge,543416
3147,C,3973,5,3,victorian,998011
951,B,2604,6,4,victorian,1296767
7739,A,2321,4,2,ranch,588163
1785,C,3396,5,3,victorian,854915
4251,B,3490,5,3,victorian,1733413
4177,B,4313,6,4,victorian,2139304
1679,B,574,1,0,lodge,295285
5233,B,1660,4,2,victorian,831071
4106,B,3161,5,3,victorian,1571216
7535,B,1718,3,2,victorian,859581
2581,C,2287,4,2,ranch,579731
3588,B,1310,3,2,victorian,658437
7922,C,2605,6,4,victorian,658899
5372,A,2080,4,2,ranch,528395
204,C,1217,3,2,lodge,314287
961,A,1222,3,2,victorian,315527
7309,B,2592,4,2,victorian,1290547
1760,A,1304,2,1,lodge,335711
4931,C,3580,5,3,victorian,900547
2678,A,3985,5,3,victorian,1000987
3344,A,3825,6,4,victorian,961459
7260,B,1041,0,0,lodge,525432
4746,A,3518,5,3,victorian,885171
6402,A,3430,5,3,victorian,863347
5318,A,1507,4,2,ranch,386291
6735,C,3151,5,3,victorian,794155
541,B,3923,7,4,victorian,1947118
7422,B,4153,6,4,victorian,2060424
4023,C,1741,4,2,victorian,444323
7976,B,1965,4,2,victorian,981436
1508,B,3745,5,3,victorian,1859128
2052,C,267,1,0,lodge,78383
5300,B,3483,5,3,victorian,1729962
919,A,990,3,2,victorian,257991
4928,A,3403,5,3,victorian,856651
3099,B,28,1,0,lodge,26107
2647,B,3660,5,3,victorian,1817223
3685,C,1544,4,2,ranch,395467
3098,B,3466,5,3,victorian,1721581
5694,C,1454,2,1,lodge,372911
7989,C,1914,4,2,victorian,487227
4790,B,4816,8,5,victorian,2387519
258,A,1129,2,1,lodge,292311
6372,A,1510,2,1,lodge,386799
1459,A,2965,6,4,victorian,748179
6389,A,1466,2,1,ranch,375887
2671,A,5915,7,4,victorian,1479863
7031,A,1291,3,2,ranch,332639
1664,A,1024,3,2,victorian,266423
2437,A,768,3,2,victorian,202935
7525,C,3288,5,3,victorian,828131
3592,A,1991,4,2,ranch,506323
6916,B,221,1,0,lodge,121256
4603,B,1516,4,2,victorian,760079
5110,A,1214,2,1,ranch,313391
6107,A,1134,3,2,ranch,293703
3267,A,4274,7,4,victorian,1072895
7417,A,2449,4,2,ranch,619907
3730,A,4287,5,3,victorian,1075883
6034,B,1318,2,1,ranch,662229
3296,B,2112,4,2,victorian,1053907
205,B,2065,4,2,victorian,1030736
1702,B,3649,5,3,victorian,1811800
7026,A,1899,4,2,ranch,483507
1162,C,3800,5,3,victorian,955107
949,A,2884,5,3,victorian,727939
6253,C,2553,5,3,victorian,645851
776,A,1126,3,2,ranch,291719
3251,B,1389,3,2,ranch,697384
4260,A,4644,7,4,victorian,1164655
7206,B,1227,3,2,victorian,617518
5515,C,2760,5,3,victorian,697187
6652,B,3477,6,4,victorian,1727156
1660,A,3168,5,3,victorian,798371
7750,A,1351,2,1,lodge,347367
7010,C,994,0,0,lodge,258595
6017,A,5872,7,4,victorian,1469199
6123,A,2359,4,2,ranch,597587
4640,A,3060,5,3,victorian,771587
2692,B,1435,3,2,ranch,720062
5931,A,2161,4,2,victorian,548483
4516,B,3520,6,4,victorian,1748355
6608,A,125,1,0,lodge,43167
3352,B,45,1,0,lodge,34488
3864,A,1526,3,2,ranch,390919
1068,C,3461,5,3,victorian,871035
4289,A,2353,4,2,ranch,596099
6889,A,1166,3,2,victorian,301639
7771,B,3237,5,3,victorian,1608684
5731,A,1847,4,2,ranch,470611
2022,C,3814,5,3,victorian,958579
5190,A,3690,5,3,ranch,927827
4168,C,4398,5,3,victorian,1103411
6981,B,2893,5,3,victorian,1439092
1322,B,1236,2,1,lodge,621803
7655,B,2085,4,2,ranch,1040596
6226,B,1100,2,1,lodge,554755
6617,A,2252,4,2,victorian,571051
3597,A,1393,3,2,victorian,357935
2942,C,2994,5,3,victorian,755219
3337,C,2296,4,2,victorian,581963
3542,C,5002,7,4,victorian,1253439
7200,A,3655,5,3,victorian,919147
940,C,3793,5,3,victorian,953371
3762,A,3854,5,3,victorian,968499
4436,A,2309,4,2,victorian,585187
428,B,2830,6,4,victorian,1408185
5594,C,1035,3,2,ranch,269151
2501,C,3988,5,3,victorian,1001731
3498,B,140,1,0,lodge,81323
3324,B,1816,4,2,victorian,907979
7776,A,1357,3,2,ranch,349007
4836,C,1566,4,2,victorian,400923
5356,A,3068,6,4,victorian,773723
6950,B,4699,6,4,victorian,2329602
3244,B,1215,2,1,lodge,611450
2790,C,1045,2,1,ranch,271479
2007,A,2373,4,2,victorian,601059
2059,C,956,2,1,lodge,249407
2339,B,5204,6,4,victorian,2578567
3692,C,1794,4,2,ranch,457467
7834,C,340,1,0,lodge,96487
2899,B,57,1,0,lodge,40404
4898,B,3685,6,4,victorian,1829700
4059,B,1981,4,2,ranch,989324
1563,C,1349,3,2,ranch,347023
2035,B,3069,6,4,victorian,1526012
7642,A,2952,7,4,victorian,745039
1591,B,2209,4,2,victorian,1101728
4849,B,2238,4,2,ranch,1116025
2328,B,3566,5,3,victorian,1770881
5041,A,3507,6,4,victorian,882595
631,B,1162,2,1,ranch,585321
7032,C,3302,6,4,victorian,831755
5200,A,4180,6,4,victorian,1049499
4234,A,3586,6,4,victorian,902187
2232,A,3700,6,4,victorian,930459
3481,A,882,2,1,ranch,231055
7006,A,3432,5,3,victorian,863843
843,C,1332,3,2,victorian,342807
1291,A,2044,4,2,victorian,519467
7409,C,1966,4,2,ranch,500123
2718,A,3708,5,3,victorian,932291
7156,A,876,2,1,lodge,229567
4280,B,1181,2,1,ranch,594688
3793,C,3060,5,3,ranch,771587
6952,C,4639,6,4,victorian,1163331
6460,C,1160,2,1,lodge,299999
3052,B,1684,4,2,ranch,842903
624,A,189,1,0,lodge,59039
6435,A,1565,4,2,victorian,400675
6669,B,1853,4,2,lodge,926220
6304,B,1164,3,2,lodge,586459
7037,B,1326,3,2,victorian,666325
7141,B,1413,2,1,lodge,709064
6412,B,1465,3,2,ranch,734852
6771,A,2049,4,2,victorian,520707
6675,B,1132,2,1,lodge,570531
3741,B,3583,5,3,victorian,1779262
7138,A,2848,5,3,victorian,719011
5648,B,2798,6,4,victorian,1392409
1204,B,1163,2,1,lodge,585814
3918,A,1909,4,2,ranch,485987
3178,B,1710,4,2,ranch,855721
4822,A,1984,4,2,victorian,504587
1458,A,1777,4,2,ranch,453251
3769,B,1499,3,2,ranch,751614
7749,B,1305,3,2,ranch,655972
2818,A,3327,7,4,victorian,838039
4650,B,181,1,0,lodge,101536
2912,A,1584,3,2,ranch,405303
6619,B,205,1,0,lodge,113368
3837,B,3375,5,3,victorian,1676718
4448,A,1663,4,2,ranch,424979
1756,C,1376,3,2,victorian,353719
1260,A,134,1,0,lodge,45399
1674,B,3625,6,4,victorian,1800120
5179,A,3059,5,3,victorian,771339
7210,A,2047,4,2,ranch,520211
4689,A,1026,2,1,lodge,266767
6004,B,1911,4,2,ranch,954814
580,C,3341,5,3,victorian,841275
3493,B,3149,5,3,victorian,1565300
3617,B,1937,4,2,ranch,967632
5647,B,4,1,0,lodge,14275
720,B,798,2,1,lodge,405869
2004,A,1947,4,2,ranch,495411
2576,A,2083,4,2,ranch,529139
1493,C,1370,3,2,ranch,352231
4865,B,1167,2,1,ranch,587786
3964,A,1360,2,1,lodge,349599
5058,C,2052,4,2,victorian,521451
709,B,1609,4,2,ranch,805928
6584,A,45,1,0,lodge,23327
5431,B,2381,4,2,ranch,1186524
400,C,1901,4,2,ranch,484003
4154,A,752,0,0,lodge,198579
7793,B,2872,5,3,victorian,1428739
578,C,3187,5,3,victorian,803083
4382,B,4617,6,4,victorian,2289176
4363,B,1418,3,2,lodge,711681
6159,C,4481,7,4,victorian,1124231
1738,B,56,1,0,lodge,39911
7925,C,1330,3,2,ranch,342311
6518,B,3313,5,3,victorian,1646152
308,C,1410,2,1,ranch,361999
4376,A,1454,2,1,ranch,372911
994,B,893,3,2,ranch,452856
4328,A,3143,6,4,victorian,792323
1001,A,3380,5,3,victorian,850947
5918,B,3099,5,3,victorian,1540650
4572,B,1220,3,2,ranch,614067
4710,B,1045,3,2,ranch,527792
6839,B,1019,2,1,ranch,514822
6394,A,172,1,0,lodge,54823
7217,B,1693,3,2,victorian,847256
4728,A,1897,4,2,victorian,483011
4423,A,1371,3,2,ranch,352479
5151,C,4035,6,4,victorian,1013539
1959,C,2355,4,2,victorian,596595
3882,B,2262,6,4,victorian,1128161
2243,A,1302,3,2,ranch,335367
3138,B,2044,4,2,victorian,1020383
6065,B,2341,4,2,ranch,1166804
1948,B,1413,2,1,lodge,709064
3645,A,1259,3,2,ranch,324703
1846,B,3163,6,4,victorian,1572354
6366,A,1296,3,2,ranch,333879
7027,B,1373,3,2,ranch,689496
4873,A,1924,4,2,ranch,489707
5875,B,1789,4,2,victorian,894668
5990,A,1565,4,2,ranch,400675
4932,C,3113,6,4,victorian,784883
6360,A,3078,5,3,victorian,776051
3925,B,1485,2,1,ranch,744560
5353,B,3240,5,3,victorian,1610163
1295,A,3138,6,4,victorian,791083
472,C,1002,3,2,ranch,260967
7245,C,4558,7,4,victorian,1143327
7096,B,2340,4,2,victorian,1166311
1535,B,1721,6,4,victorian,861448
1599,B,4501,7,4,victorian,2232072
1187,B,1694,4,2,ranch,847833
6309,C,864,2,1,ranch,226591
5426,C,1301,2,1,lodge,334967
7516,A,4765,6,4,victorian,1194579
4266,C,4045,6,4,victorian,1016019
3217,C,1642,3,2,ranch,419687
7493,B,702,0,0,lodge,358305
2920,A,1834,4,2,ranch,467387
816,B,1473,2,1,ranch,738644
675,C,4132,6,4,victorian,1037595
7254,C,1318,3,2,victorian,339335
4133,C,1134,3,2,victorian,293703
7129,A,1445,3,2,victorian,370831
6893,A,4480,7,4,victorian,1123983
3507,B,1156,2,1,lodge,582363
2804,A,1444,3,2,ranch,370583
1380,C,5145,7,4,victorian,1288903
5282,C,1712,4,2,ranch,437131
2799,C,1009,3,2,lodge,262703
1814,B,1875,4,2,ranch,937066
6938,B,3318,6,4,victorian,1648769
4633,B,3783,5,3,victorian,1877862
6459,B,3227,5,3,victorian,1603754
649,A,3285,5,3,ranch,827387
4324,A,2061,4,2,victorian,523683
543,B,5185,8,5,victorian,2569436
4132,A,994,3,2,victorian,258983
2704,C,1199,3,2,ranch,309823
2883,B,1855,4,2,ranch,927206
5677,C,1027,2,1,lodge,267015
3375,B,1190,3,2,ranch,599277
5473,B,1783,4,2,victorian,891710
5639,C,1878,4,2,victorian,478299
2371,C,921,2,1,victorian,240727
7747,A,1751,4,2,victorian,446803
5823,A,1526,3,2,ranch,390919
7532,C,1464,3,2,victorian,375543
434,B,1098,2,1,lodge,553769
5470,A,1402,3,2,ranch,360167
751,B,1876,4,2,victorian,937559
6398,B,1730,4,2,victorian,865581
3506,B,1668,4,2,ranch,835015
4045,B,3367,6,4,victorian,1672926
2503,C,439,0,0,lodge,120955
7212,B,1241,2,1,ranch,624268
1919,B,1286,3,2,ranch,646605
4705,A,3253,5,3,victorian,819451
5947,C,3376,5,3,victorian,849955
4854,B,691,0,0,lodge,352882
6917,B,4972,7,4,victorian,2464275
5867,A,4237,6,4,victorian,1063635
3317,B,2254,4,2,victorian,1123913
1255,C,2069,4,2,ranch,525667
4295,A,3313,5,3,victorian,834331
3287,A,1232,2,1,ranch,317855
3748,C,1124,3,2,ranch,291223
6997,B,4062,6,4,victorian,2015561
7983,B,3691,5,3,victorian,1832506
2241,A,1224,3,2,lodge,316023
3583,C,3124,6,4,victorian,787611
6124,C,4611,6,4,victorian,1156387
3055,A,1319,2,1,lodge,339431
6114,B,2939,5,3,victorian,1461770
3891,B,1268,3,2,ranch,637731
6789,B,2154,4,2,ranch,1074613
4595,B,4380,7,4,victorian,2172419
469,B,589,1,0,lodge,302680
7097,A,1445,3,2,ranch,370831
5643,C,1420,2,1,lodge,364479
7177,C,1153,2,1,lodge,298263
5118,A,3122,6,4,victorian,787115
5916,B,1702,3,2,ranch,851693
250,B,1292,3,2,ranch,649563
937,B,3715,7,4,victorian,1844574
3451,B,1384,3,2,ranch,694919
2271,A,1347,2,1,lodge,346375
5680,A,2957,5,3,victorian,746043
6995,C,1858,4,2,victorian,473339
4155,A,1168,3,2,ranch,302135
7761,A,3565,5,3,victorian,896827
1497,B,2641,5,3,victorian,1314856
4006,C,4807,6,4,victorian,1204995
3784,B,1282,3,2,ranch,644633
7290,B,43,1,0,lodge,33502
3844,B,1671,4,2,victorian,836494
466,C,1347,2,1,lodge,346375
4536,C,2846,5,3,victorian,718515
2347,C,1113,3,2,lodge,288495
7081,B,1967,4,2,victorian,982422
7653,B,1354,2,1,ranch,679977
5832,C,1198,3,2,ranch,309575
2933,C,3567,6,4,victorian,897475
7512,C,1075,2,1,lodge,278919
5720,A,958,0,0,lodge,249667
7942,B,3461,5,3,victorian,1719116
5345,B,3020,5,3,victorian,1501703
3534,A,3366,5,3,victorian,847475
3959,A,2306,4,2,ranch,584443
7625,B,1420,3,2,ranch,712667
7388,B,1134,2,1,ranch,571517
327,A,2000,4,2,victorian,508555
7634,B,3928,5,3,victorian,1949347
5218,B,3912,6,4,victorian,1941611
3703,C,1203,2,1,ranch,310663
2868,B,1571,4,2,ranch,787194
7107,A,1931,4,2,ranch,491443
6496,C,46,1,0,lodge,23575
4156,C,1440,2,1,victorian,369439
2054,C,1275,2,1,victorian,328519
7885,C,1883,4,2,ranch,479539
1107,A,2837,6,4,victorian,716435
4760,C,3821,6,4,victorian,960467
1687,C,132,1,0,lodge,44903
5812,A,1048,3,2,ranch,272375
4616,B,2383,4,2,ranch,1187510
4914,A,1340,2,1,lodge,344639
6282,B,3386,5,3,victorian,1682141
2689,B,8,1,0,lodge,16247
261,B,166,1,0,lodge,94141
2618,A,1305,3,2,ranch,336111
2512,B,1965,4,2,ranch,981436
6399,A,4533,7,4,victorian,1137127
7497,B,1362,3,2,lodge,684073
4243,A,1134,3,2,ranch,293703
731,C,1269,3,2,ranch,327183
6739,B,2107,4,2,victorian,1051442
5273,C,2161,4,2,victorian,548483
3132,B,2213,4,2,victorian,1103700
2600,B,3364,6,4,victorian,1671447
4911,A,1418,4,2,ranch,364219
5361,A,911,2,1,lodge,238247
4762,B,4129,5,3,victorian,2048440
7074,B,3527,6,4,victorian,1751806
6139,A,2433,4,2,ranch,615939
2574,A,2175,4,2,victorian,551955
594,A,3129,5,3,victorian,788699
5520,B,2053,4,2,victorian,1024820
4461,C,420,1,0,lodge,116327
4997,C,2287,6,4,victorian,580035
7345,A,4719,7,4,victorian,1183255
3684,C,2376,4,2,ranch,601803
6370,A,713,0,0,lodge,188907
5265,B,1376,3,2,victorian,690975
1485,B,3340,5,3,victorian,1659463
6423,B,1258,2,1,lodge,632649
3215,C,3483,5,3,victorian,876491
3520,A,2087,4,2,victorian,530131
2057,C,1742,4,2,victorian,444571
4179,B,2101,4,2,victorian,1048484
5007,C,5163,6,4,victorian,1293283
7158,B,3727,5,3,ranch,1850254
1179,A,1521,2,1,ranch,389527
5298,B,1039,3,2,ranch,524834
1768,B,1382,3,2,ranch,693933
6098,A,3668,5,3,victorian,922371
3326,A,3198,7,4,victorian,806047
3014,A,1602,4,2,victorian,409851
2430,B,6922,8,5,victorian,3425777
3142,A,3756,7,4,victorian,944431
956,B,1048,3,2,ranch,529271
5380,A,1474,3,2,ranch,378023
2407,B,1372,2,1,ranch,688851
1651,B,938,0,0,lodge,474653
5801,C,998,0,0,lodge,259587
4713,B,1465,3,2,ranch,734852
7767,A,3241,5,3,victorian,816475
5576,B,4502,6,4,victorian,2232481
