positionId,positionName,companyId,companyLogo,companySize,industryField,financeStage,companyLabelList,firstType,secondType,thirdType,skillLables,positionLables,industryLables,createTime,formatCreateTime,district,businessZones,salary,workYear,jobNature,education,positionAdvantage,imState,lastLogin,publisherId,approve,subwayline,stationname,linestaion,latitude,longitude,hitags,resumeProcessRate,resumeProcessDay,score,newScore,matchScore,matchScoreExplain,query,explain,isSchoolJob,adWord,plus,pcShow,appShow,deliver,gradeDescription,promotionScoreExplain,isHotHire,count,aggregatePositionIds,famousCompany
6344146,资深数据分析师,522865,i/image3/M01/61/6A/CgpOIF4dZNyAMUTUAAFNNmGEbrM101.jpg,150-500人,游戏,不需要融资,"['年底双薪', '专项奖金', '提供三餐', '便捷班车']",开发|测试|运维类,数据开发,数据分析,['数据分析'],"['移动互联网', '游戏', '数据分析']","['移动互联网', '游戏', '数据分析']",2020/3/16 11:32,11:32发布,西湖区,,24000,5-10年,全职,本科,"班车,年终奖,提供三餐",today,2020/3/16 11:32,7283854,1,,,,30.134028,120.083663,,0,0,5,0,0.98496264,,,,0,0,,0,0,0,,,0,0,[],FALSE
5921220,财务数据分析师,137388,i/image2/M00/2E/FD/CgotOVo4i4yAbAVtAAAkiSDoQO8204.jpg,150-500人,"移动互联网,电商",不需要融资,"['年终分红', '绩效奖金', '定期体检', '年底双薪']",综合职能|高级管理,财务,财务风控,"['财务', '资产/项目评估', '分析', '风控']","['电商', '财务', '资产/项目评估', '分析', '风控']","['电商', '财务', '资产/项目评估', '分析', '风控']",2020/3/16 10:43,10:43发布,滨江区,"['西兴', '长河']",45000,3-5年,全职,本科,发展前景,today,2020/3/16 10:43,5169569,1,1号线,滨和路,1号线_滨和路;1号线_江陵路;1号线_滨和路;1号线_江陵路,30.211334,120.216493,,100,1,5,0,1.0004565,,,,0,0,,0,0,0,,,0,0,[],FALSE
6653757,银行数据分析岗,23403,i/image2/M01/0F/2B/CgoB5lyh2aaAd0lYAAANH5unwBw856.jpg,2000人以上,企业服务,上市公司,"['五险一金', '通讯津贴', '带薪年假', '定期体检']",开发|测试|运维类,数据开发,数据分析,"['数据挖掘', '数据仓库']","['数据挖掘', '数据仓库']",[],2020/3/16 11:25,11:25发布,滨江区,['浦沿'],50000,1-3年,全职,不限,"金融科技,学习环境,提升空间,大平台",today,2020/3/16 11:25,5501327,1,4号线,中医药大学,4号线_杨家墩;4号线_中医药大学,30.16245,120.146505,,100,0,5,0,0.9827492,,,,0,0,,0,0,0,,,0,0,[],FALSE
6684619,金融数据分析师,26564,i/image2/M01/F7/3F/CgoB5lyGAQGAZeI-AAAdOqXecnw673.jpg,500-2000人,电商,D轮及以上,"['生日趴', '每月腐败基金', '每月补贴', '年度旅游']",开发|测试|运维类,数据开发,数据分析,"['数据挖掘', '数据分析', '数据处理']","['互联网金融', '大数据', '数据挖掘', '数据分析', '数据处理']","['互联网金融', '大数据', '数据挖掘', '数据分析', '数据处理']",2020/3/16 10:36,10:36发布,江干区,,22500,3-5年,全职,本科,"平台大,机会多,重点项目",today,2020/3/16 10:36,10092175,1,1号线,文泽路,1号线_文泽路,30.299404,120.350304,,0,0,5,0,0.99588984,,,,0,0,,0,0,0,,,0,0,[],TRUE
6228290,商业数据分析师,509360,i/image3/M01/54/46/CgpOIF3nZBuALFZ3AAGz_vr7Y7c427.png,50-150人,"移动互联网,企业服务",B轮,"['定期体检', '帅哥多', '领导好', '美女多']",市场|商务类,市场|营销,商业数据分析,"['数据分析', '行业分析', '市场竞争分析']","['数据分析', '行业分析', '市场竞争分析']",[],2020/3/16 11:13,11:13发布,西湖区,['西溪'],45000,1-3年,全职,硕士,"发挥空间大,职业发展好",today,2020/3/16 11:13,9293747,1,,,,30.29304,120.075105,,60,1,5,0,0.9803982,,,,0,0,,0,0,0,,,0,0,[],FALSE
6339988,数据分析师/BI,238706,i/image2/M01/71/FE/CgotOVtaw0qAQhN8AABEvM4URrU321.png,150-500人,"电商,移动互联网",不需要融资,"['年底双薪', '绩效奖金', '带薪年假', '定期体检']",开发|测试|运维类,数据开发,数据分析,['数据分析'],['数据分析'],[],2020/3/16 11:00,11:00发布,滨江区,"['西兴', '长河']",45000,1-3年,全职,本科,"六险一金，定期体检,团队活动,地铁站边",today,2020/3/16 11:00,10759514,1,1号线,滨和路,1号线_滨和路;1号线_江陵路;1号线_滨和路;1号线_江陵路,30.207822,120.220961,,66,1,5,0,0.97597206,,,,0,0,,0,0,0,,,0,0,[],FALSE
6067812,数据分析专员,98316,i/image/M00/C1/DC/CgqKkVjY1t2ADQ4KAAAMoBYEI0M051.jpg,2000人以上,"电商,消费生活",上市公司,"['午餐补助', '带薪年假', '定期体检', '年度旅游']",产品|需求|项目类,数据分析,数据分析,"['数据分析', 'SPSS', 'SQL', '数据库']","['数据分析', 'SPSS', 'SQL', '数据库']",[],2020/3/16 10:00,10:00发布,西湖区,"['古墩路', '古荡', '高新文教区']",22500,3-5年,全职,大专,上市公司,threeDays,2020/3/16 10:00,4865907,1,2号线,丰潭路,2号线_古翠路;2号线_丰潭路,30.27968,120.11371,,0,0,5,0,0.9781851,,,,0,0,,0,0,0,,,0,0,[],FALSE
5990647,高级财务数据分析师,18655,i/image/M00/48/18/Cgp3O1eRtMCASyPWAAArSkfFNEQ507.jpg,2000人以上,汽车丨出行,D轮及以上,"['技能培训', 'Geek', '开放', '扁平管理']",综合职能|高级管理,财务,财务,"['会计', '分析']","['会计', '分析']",[],2020/3/16 10:45,10:45发布,余杭区,,27500,3-5年,全职,本科,餐补，带薪年假，节日礼品，定期体检,today,2020/3/16 10:45,899716,1,,,,31.240897,121.417492,,0,0,5,0,0.94941497,,,,0,0,,0,0,0,,,0,0,[],TRUE
6680900,数据分析师 (MJ000250),114335,i/image2/M00/17/C2/CgoB5ln5lUuAM8oSAADO2Rz54hQ336.png,150-500人,数据服务,B轮,"['股票期权', '弹性工作', '领导好', '五险一金']",产品|需求|项目类,产品经理,数据分析师,"['需求分析', '数据']","['企业服务', '大数据', '需求分析', '数据']","['企业服务', '大数据', '需求分析', '数据']",2020/3/16 10:49,10:49发布,西湖区,,27500,3-5年,全职,不限,阿里系创业、云计算生态、餐补、双休,today,2020/3/16 10:49,3859261,1,,,,30.289482,120.06708,,1,1,5,0,0.9472019,,,,0,0,,0,0,0,,,0,0,[],FALSE
6191993,数据分析专家03-10-217,18655,i/image/M00/48/18/Cgp3O1eRtMCASyPWAAArSkfFNEQ507.jpg,2000人以上,汽车丨出行,D轮及以上,"['技能培训', 'Geek', '开放', '扁平管理']",开发|测试|运维类,数据开发,数据分析,"['数据分析', '数据挖掘', '算法']","['数据分析', '数据挖掘', '算法']",[],2020/3/16 10:45,10:45发布,余杭区,,22500,5-10年,全职,本科,六险一金 大平台 独角兽,today,2020/3/16 10:45,899716,1,,,,30.24357,120.032234,,0,0,5,0,0.94498885,,,,0,0,,0,0,0,,,0,0,[],TRUE
6486069,解决方案顾问/数据分析师,166666,i/image/M00/8C/B4/CgpFT1r0BsCAH8dcAACTnGIwZoc478.png,150-500人,"企业服务,数据服务",B轮,"['股票期权', '绩效奖金', '带薪年假', '弹性工作']",产品|需求|项目类,数据分析,数据分析,"['BI', '数据分析', '数据库']","['大数据', '新零售', 'BI', '数据分析', '数据库']","['大数据', '新零售', 'BI', '数据分析', '数据库']",2020/3/16 11:33,11:33发布,余杭区,['仓前'],20000,1-3年,全职,本科,牛人团队 成长空间 期权激励 独当一面,disabled,2020/3/16 11:33,6790833,1,,,,30.280352,120.017771,,93,1,5,0,0.92285794,,,,0,0,,0,0,0,,,0,0,[],FALSE
6814233,数据分析师,619746,i/image3/M01/57/2A/Cgq2xl3yDM2ALP_mAACCHbCW4fM036.jpg,2000人以上,教育,上市公司,"['绩效奖金', '定期体检', '提供宿舍', '管理规范']",产品|需求|项目类,数据分析,数据分析,[],['教育'],['教育'],2020/3/16 11:06,11:06发布,滨江区,['西兴'],30000,不限,全职,不限,发展潜力大,overSevenDays,2020/3/16 11:06,16200138,1,1号线,江陵路,1号线_江陵路;1号线_江陵路,30.213041,120.211104,,0,0,5,0,1.1795762,,,,0,0,,0,0,0,,,0,0,[],FALSE
6046775,数据分析专家,133429,i/image/M00/5C/36/Cgp3O1fjVFaABhH4AAAW92nvObY312.png,50-150人,"移动互联网,消费生活",未融资,"['年底双薪', '专项奖金', '美女多', '弹性工作']",产品|需求|项目类,高端产品职位,数据分析专家,[],"['大数据', '教育']","['大数据', '教育']",2020/3/16 09:38,09:38发布,拱墅区,,30000,5-10年,全职,本科,领导NICE,today,2020/3/16 09:38,13767300,1,2号线,丰潭路,2号线_古翠路;2号线_丰潭路;2号线_文新;2号线_三坝,30.292605,120.10816,,0,0,5,0,0.96269345,,,,0,0,,0,0,0,,,0,0,[],FALSE
6791055,高级数据分析师,432882,i/image2/M01/78/D2/CgotOVtrnbmAf4nCAABhz144tTw335.jpg,150-500人,移动互联网,不需要融资,"['技术大牛', '领导nice', '帅哥美女', '环境超棒']",产品|需求|项目类,数据分析,数据分析,"['SQL', '数据分析']","['SQL', '数据分析']",[],2020/3/16 11:08,11:08发布,滨江区,"['西兴', '长河']",30000,3-5年,全职,不限,福利待遇,today,2020/3/16 11:08,4806498,1,1号线,滨和路,1号线_滨和路;1号线_江陵路;1号线_滨和路;1号线_江陵路,30.208047,120.221652,,90,2,4,0,0.91400564,,,,0,0,,0,0,0,,,0,0,[],FALSE
6037742,资深数据分析师 (MJ000088),127233,i/image/M00/8A/28/CgpEMlrPKAyAa1CZAAA3HII2eRE231.png,150-500人,电子商务,不需要融资,"['带薪年假', '绩效奖金', '定期体检', '弹性工作']",开发|测试|运维类,数据开发,数据分析,['数据分析'],['数据分析'],[],2020/3/16 11:12,11:12发布,西湖区,,25000,5-10年,全职,本科,福利待遇佳，职位前景好,today,2020/3/16 11:12,14092457,1,,,,30.12958,120.08773,,0,0,4,0,0.9095794,,,,0,0,,0,0,0,,,0,0,[],FALSE
6872125,数据分析师,172552,i/image/M00/A2/24/CgqKkVipMxuAHKYsAAGaUeye86o618.jpg,500-2000人,消费生活,不需要融资,[],产品|需求|项目类,数据分析,数据分析,"['数据运营', '数据分析', 'SQL', '数据库']","['汽车', '数据运营', '数据分析', 'SQL', '数据库']","['汽车', '数据运营', '数据分析', 'SQL', '数据库']",2020/3/16 10:43,10:43发布,滨江区,['浦沿'],37500,3-5年,全职,不限,大平台 ，世界五百强,threeDays,2020/3/16 10:41,4058806,1,4号线,中医药大学,4号线_杨家墩;4号线_中医药大学,30.16245,120.146505,,79,1,4,0,1.1618714,,,,0,0,,0,0,0,,,0,0,[],FALSE
5921220,财务数据分析师,137388,i/image2/M00/2E/FD/CgotOVo4i4yAbAVtAAAkiSDoQO8204.jpg,150-500人,"移动互联网,电商",不需要融资,"['年终分红', '绩效奖金', '定期体检', '年底双薪']",综合职能|高级管理,财务,财务风控,"['财务', '资产/项目评估', '分析', '风控']","['电商', '财务', '资产/项目评估', '分析', '风控']","['电商', '财务', '资产/项目评估', '分析', '风控']",2020/3/16 10:43,10:43发布,滨江区,"['西兴', '长河']",30000,3-5年,全职,本科,发展前景,today,2020/3/16 10:43,5169569,1,1号线,滨和路,1号线_滨和路;1号线_江陵路;1号线_滨和路;1号线_江陵路,30.211334,120.216493,,100,1,4,0,0.9073663,,,,0,0,,0,0,0,,,0,0,[],FALSE
5453691,数据分析实习生,166666,i/image/M00/8C/B4/CgpFT1r0BsCAH8dcAACTnGIwZoc478.png,150-500人,"企业服务,数据服务",B轮,"['股票期权', '绩效奖金', '带薪年假', '弹性工作']",开发|测试|运维类,数据开发,数据分析,"['MySQL', '数据分析']","['大数据', '企业服务', 'MySQL', '数据分析']","['大数据', '企业服务', 'MySQL', '数据分析']",2020/3/16 11:33,11:33发布,余杭区,['仓前'],30000,应届毕业生,实习,本科,牛人团队 成长空间 期权激励 独当一面,disabled,2020/3/16 11:33,6790833,1,,,,30.280352,120.017771,,93,1,4,0,1.1109705,,,,1,0,,0,0,0,,,0,0,[],FALSE
5978750,数据分析师（保险）13-01-19,18655,i/image/M00/48/18/Cgp3O1eRtMCASyPWAAArSkfFNEQ507.jpg,2000人以上,汽车丨出行,D轮及以上,"['技能培训', 'Geek', '开放', '扁平管理']",开发|测试|运维类,数据开发,数据分析,"['MySQL', '数据挖掘']","['MySQL', '数据挖掘']",[],2020/3/16 10:45,10:45发布,余杭区,,40000,不限,全职,不限,餐补，带薪年假，节日礼品，定期体检,today,2020/3/16 10:45,899716,1,,,,30.245225,120.034986,,0,0,4,0,0.85867685,,,,0,0,,0,0,0,,,0,0,[],TRUE
5990647,高级财务数据分析师,18655,i/image/M00/48/18/Cgp3O1eRtMCASyPWAAArSkfFNEQ507.jpg,2000人以上,汽车丨出行,D轮及以上,"['技能培训', 'Geek', '开放', '扁平管理']",综合职能|高级管理,财务,财务,"['会计', '分析']","['会计', '分析']",[],2020/3/16 10:45,10:45发布,余杭区,,30000,3-5年,全职,本科,餐补，带薪年假，节日礼品，定期体检,today,2020/3/16 10:45,899716,1,,,,31.240897,121.417492,,0,0,4,0,0.8564637,,,,0,0,,0,0,0,,,0,0,[],TRUE
6191993,数据分析专家03-10-217,18655,i/image/M00/48/18/Cgp3O1eRtMCASyPWAAArSkfFNEQ507.jpg,2000人以上,汽车丨出行,D轮及以上,"['技能培训', 'Geek', '开放', '扁平管理']",开发|测试|运维类,数据开发,数据分析,"['数据分析', '数据挖掘', '算法']","['数据分析', '数据挖掘', '算法']",[],2020/3/16 10:45,10:45发布,余杭区,,25000,5-10年,全职,本科,六险一金 大平台 独角兽,today,2020/3/16 10:45,899716,1,,,,30.24357,120.032234,,0,0,4,0,0.8564637,,,,0,0,,0,0,0,,,0,0,[],TRUE
6680900,数据分析师 (MJ000250),114335,i/image2/M00/17/C2/CgoB5ln5lUuAM8oSAADO2Rz54hQ336.png,150-500人,数据服务,B轮,"['股票期权', '弹性工作', '领导好', '五险一金']",产品|需求|项目类,产品经理,数据分析师,"['需求分析', '数据']","['企业服务', '大数据', '需求分析', '数据']","['企业服务', '大数据', '需求分析', '数据']",2020/3/16 10:49,10:49发布,西湖区,,27500,3-5年,全职,不限,阿里系创业、云计算生态、餐补、双休,today,2020/3/16 10:49,3859261,1,,,,30.289482,120.06708,,1,1,4,0,0.8564637,,,,0,0,,0,0,0,,,0,0,[],FALSE
6789831,数据分析实习生,306282,i/image3/M01/60/25/Cgq2xl4VUA2ABv7GAAARvxWYUyg674.png,150-500人,"移动互联网,数据服务",未融资,"['弹性工作', '技能培训', '岗位晋升', '五险一金']",开发|测试|运维类,数据开发,数据分析,"['Hadoop', 'Hive', 'MySQL']","['Hadoop', 'Hive', 'MySQL']",[],2020/3/16 10:47,10:47发布,余杭区,,50000,应届毕业生,实习,本科,五险一金 能力培养,today,2020/3/16 10:47,9598318,1,,,,30.409974,120.245433,,100,1,4,0,1.0777721,,,,1,0,,0,0,0,,,0,0,[],FALSE
6486069,解决方案顾问/数据分析师,166666,i/image/M00/8C/B4/CgpFT1r0BsCAH8dcAACTnGIwZoc478.png,150-500人,"企业服务,数据服务",B轮,"['股票期权', '绩效奖金', '带薪年假', '弹性工作']",产品|需求|项目类,数据分析,数据分析,"['BI', '数据分析', '数据库']","['大数据', '新零售', 'BI', '数据分析', '数据库']","['大数据', '新零售', 'BI', '数据分析', '数据库']",2020/3/16 11:33,11:33发布,余杭区,['仓前'],30000,1-3年,全职,本科,牛人团队 成长空间 期权激励 独当一面,disabled,2020/3/16 11:33,6790833,1,,,,30.280352,120.017771,,93,1,4,0,0.8254806,,,,0,0,,0,0,0,,,0,0,[],FALSE
6848382,资深数据分析师（商品方向）G01053,179243,i/image2/M01/7C/D5/CgoB5lt075WAPySOAACEgWB0vi0803.png,500-2000人,"电商,移动互联网",上市公司,"['绩效奖金', '股票期权', '五险一金', '午餐补助']",产品|需求|项目类,数据分析,数据分析,"['BI', '数据分析', 'SQL']","['电商', '社交', 'BI', '数据分析', 'SQL']","['电商', '社交', 'BI', '数据分析', 'SQL']",2020/3/16 11:08,11:08发布,萧山区,['宁围'],45000,3-5年,全职,本科,绩效奖金,disabled,2020/3/16 11:08,7589033,1,,,,30.203631,120.247683,,33,1,4,0,0.8343329,,,,0,0,,0,0,0,,,0,0,[],TRUE
5203054,资深数据分析师,329,i/image3/M01/6A/43/Cgq2xl5UxfqAF56ZAABL2r1NdMU394.png,2000人以上,电商,上市公司,"['节日礼物', '技能培训', '免费班车', '带薪年假']",产品|需求|项目类,数据分析,数据分析,"['BI', 'SQL']","['BI', 'SQL']",[],2020/3/15 16:46,1天前发布,滨江区,['长河'],30000,3-5年,全职,本科,"培训发展,团队氛围,薪酬福利",today,2020/3/15 16:46,6736927,1,,,,30.187795,120.190729,,0,0,4,0,0.46032155,,,,0,0,,0,0,0,,,0,0,[],TRUE
6829736,数据分析负责人 or 数据分析师,205347,i/image2/M01/DD/9D/CgotOVxqQ4mAZKPXAAAgBM7uPTo366.jpg,2000人以上,"金融,电商",上市公司,"['带薪年假', '定期体检', '免费班车', '领导好']",开发|测试|运维类,数据开发,数据分析,"['数据分析', 'MySQL', '数据挖掘']","['数据分析', 'MySQL', '数据挖掘']",[],2020/3/16 10:04,10:04发布,余杭区,['西溪'],30000,3-5年,全职,本科,PB量级数据 核心项目 食堂班车健身房,disabled,2020/3/16 10:04,6238271,1,,,,30.291923,120.045424,,100,1,4,0,0.82626045,,,,0,0,,0,0,0,,,0,0,[],TRUE
6116460,资深数据分析/数据分析专家G00796,179243,i/image2/M01/7C/D5/CgoB5lt075WAPySOAACEgWB0vi0803.png,500-2000人,"电商,移动互联网",上市公司,"['绩效奖金', '股票期权', '五险一金', '午餐补助']",开发|测试|运维类,数据开发,数据分析,"['数据分析', 'MySQL']","['大数据', '电商', '数据分析', 'MySQL']","['大数据', '电商', '数据分析', 'MySQL']",2020/3/16 09:32,09:32发布,萧山区,"['建设二路', '建设三路']",45000,3-5年,全职,不限,上市公司,today,2020/3/16 09:47,12389647,1,,,,30.203147,120.247305,,0,0,4,0,0.84503907,,,,0,0,,0,0,0,,,0,0,[],TRUE
6728610,高级数据分析专员,98316,i/image/M00/C1/DC/CgqKkVjY1t2ADQ4KAAAMoBYEI0M051.jpg,2000人以上,"电商,消费生活",上市公司,"['午餐补助', '带薪年假', '定期体检', '年度旅游']",市场|商务类,市场|营销,商业数据分析,['数据分析'],['数据分析'],[],2020/3/16 10:00,10:00发布,西湖区,"['古墩路', '古荡', '高新文教区']",22500,1-3年,全职,不限,五险一金、双休,threeDays,2020/3/16 10:00,4865907,1,2号线,丰潭路,2号线_古翠路;2号线_丰潭路,30.27968,120.11371,,0,0,4,0,0.8254806,,,,0,0,,0,0,0,,,0,0,[],FALSE
6793844,BI数据分析师,555182,i/image2/M01/30/BD/CgotOVza2t2AXZr1AAAf3sCvs4c543.jpg,50-150人,"移动互联网,电商",天使轮,[],运营|编辑|客服类,运营,运营,"['运营', '数据分析']","['电商', '社交', '运营', '数据分析']","['电商', '社交', '运营', '数据分析']",2020/3/16 09:55,09:55发布,西湖区,,6500,1-3年,全职,本科,老板nice 公司氛围好 发展空间大,threeDays,2020/3/16 09:55,14491369,1,2号线,丰潭路,2号线_丰潭路,30.270832,120.100758,,0,0,4,0,0.82326746,,,,0,0,,0,0,0,,,0,0,[],FALSE
6794326,BI数据分析师,374014,i/image3/M00/4C/EE/CgpOIFrhecuAD8RcAAFlaC7vCDI596.png,500-2000人,"移动互联网,金融",B轮,"['弹性工作', '扁平管理', '领导好', '五险一金']",产品|需求|项目类,数据分析,BI,"['BI', '数据分析']","['BI', '数据分析']",[],2020/3/16 09:46,09:46发布,拱墅区,,24000,5-10年,全职,本科,带薪年假 / 五险一金 / 节假日福利,threeDays,2020/3/16 10:15,6038728,1,2号线,虾龙圩,2号线_三坝;2号线_虾龙圩,30.304878,120.105894,,32,1,4,0,0.8210544,,,,0,0,,0,0,0,,,0,0,[],FALSE
6819289,数据分析师,28103,i/image/M00/8D/CE/CgpFT1r7k1OACXnnAAAJ7u7egbE029.png,2000人以上,"消费生活,硬件",上市公司,"['定期体检', '五险一金', '专项奖金', '骨干家庭公寓']",产品|需求|项目类,数据分析,数据分析,['SQL'],['SQL'],[],2020/3/16 08:07,08:07发布,江干区,"['高教园', '下沙']",30000,3-5年,全职,本科,大平台免费住宿，免费班车，出国游学等,today,2020/3/16 08:07,3691678,1,,,,30.336151,120.346979,,94,1,4,0,0.82769364,,,,0,0,,0,0,0,,,0,0,[],TRUE
6837340,数据分析-2020届春招,205347,i/image2/M01/DD/9D/CgotOVxqQ4mAZKPXAAAgBM7uPTo366.jpg,2000人以上,"金融,电商",上市公司,"['带薪年假', '定期体检', '免费班车', '领导好']",产品|需求|项目类,数据分析,数据分析,"['数据分析', '数据运营', 'SQL', '数据库']","['数据分析', '数据运营', 'SQL', '数据库']",[],2020/3/16 10:04,10:04发布,余杭区,['西溪'],30000,不限,全职,本科,亿级流量，免费食堂班车健身房,disabled,2020/3/16 10:04,6238271,1,,,,30.291923,120.045424,,100,1,4,0,0.77457964,,,,0,0,,0,0,0,,,0,0,[],TRUE
6698172,数据分析师,2900,image1/M00/0F/B0/Cgo8PFT9bUuAFYmqAABKRDf-Ah0371.jpg,500-2000人,电商,C轮,"['扁平化管理', '技术驱动', '14薪', '六险一金']",产品|需求|项目类,数据分析,数据分析,"['BI', '数据分析', '商业']","['BI', '数据分析', '商业']",[],2020/3/16 10:56,10:56发布,西湖区,['西溪'],27000,3-5年,全职,本科,团队氛围好 发展空间大,threeDays,2020/3/14 23:30,4848166,1,,,,30.290878,120.074569,,17,2,4,0,1.0180197,,,,0,0,,0,0,0,,,0,0,[],TRUE
6896403,智能数据分析引擎研发专家,285786,i/image2/M00/23/9F/CgoB5loXlLOAfG9lAAAgx-cjoj0954.jpg,2000人以上,电商,上市公司,"['年底双薪', '带薪年假', '午餐补助', '弹性工作']",开发|测试|运维类,后端开发,Java,"['后端', 'Java', '平台', '分布式']","['大数据', '后端', 'Java', '平台', '分布式']","['大数据', '后端', 'Java', '平台', '分布式']",2020/3/16 10:08,10:08发布,余杭区,['临平'],30000,5-10年,全职,本科,待遇丰厚，具有***数据处理技术视野,today,2020/3/16 10:08,16508175,1,,,,30.419045,120.299402,,0,0,3,0,0.73253155,,,,0,0,,0,0,0,,,0,0,[],TRUE
6854920,数据分析师(J10147),343064,i/image2/M01/A6/45/CgotOVvg_5SAICUPAAB6bi3L2KA938.jpg,2000人以上,电商,不需要融资,"['绩效奖金', '交通补助', '带薪年假', '定期体检']",产品|需求|项目类,产品经理,数据分析师,['数据分析'],"['电商', '数据分析']","['电商', '数据分析']",2020/3/16 09:55,09:55发布,滨江区,['长河'],37500,1-3年,全职,本科,晋升快,threeDays,2020/3/16 10:09,10867904,1,,,,30.188015,120.199709,,20,1,3,0,0.7258923,,,,0,0,,0,0,0,,,0,0,[],FALSE
5683671,数据分析实习生 (MJ000087),114335,i/image2/M00/17/C2/CgoB5ln5lUuAM8oSAADO2Rz54hQ336.png,150-500人,数据服务,B轮,"['股票期权', '弹性工作', '领导好', '五险一金']",开发|测试|运维类,后端开发,数据采集,"['数据挖掘', '机器学习']","['工具软件', '大数据', '数据挖掘', '机器学习']","['工具软件', '大数据', '数据挖掘', '机器学习']",2020/3/16 10:49,10:49发布,西湖区,,26500,应届毕业生,实习,本科,阿里系创业、云计算生态、餐补、双休,today,2020/3/16 10:49,3859261,1,,,,30.289482,120.06708,,1,1,3,0,0.898513,,,,1,0,,0,0,0,,,0,0,[],FALSE
6046866,数据分析师,543802,i/image2/M01/63/3C/CgotOV0ulwOAU8KWAAAsMECc53M647.png,15-50人,数据服务,不需要融资,[],产品|需求|项目类,数据分析,数据分析,"['可视化', '数据分析', '数据库']","['企业服务', '可视化', '数据分析', '数据库']","['企业服务', '可视化', '数据分析', '数据库']",2020/3/16 10:19,10:19发布,西湖区,"['西溪', '文新']",37500,1-3年,全职,本科,发展潜力，结合业务，项目制,overSevenDays,2020/3/16 10:19,13308385,1,2号线,文新,2号线_文新;2号线_三坝,30.289,120.088789,,0,0,3,0,0.9029392,,,,0,0,,0,0,0,,,0,0,[],FALSE
6310387,业务与数据分析师,93448,image2/M00/01/C0/CgpzWlXlU3uAULpLAAAmZ6QxjH0015.png?cc=0.9786116734612733,150-500人,"人工智能,数据服务",B轮,"['技能培训', '股票期权', '带薪年假', '绩效奖金']",产品|需求|项目类,数据分析,数据分析,"['商业', 'BI', '可视化', '数据分析']","['企业服务', '大数据', '商业', 'BI', '可视化', '数据分析']","['企业服务', '大数据', '商业', 'BI', '可视化', '数据分析']",2020/3/16 11:29,11:29发布,滨江区,"['西兴', '长河']",30000,应届毕业生,全职,本科,"风口行业,五险一金,周末双休,福利多多",today,2020/3/16 03:11,6714094,1,1号线,滨和路,1号线_滨和路;1号线_江陵路;1号线_滨和路;1号线_江陵路,30.208963,120.224077,,0,0,3,0,0.869743,,,,1,0,,0,0,0,,,0,0,[],FALSE
6602399,商业数据分析师（阿里数据银行）,100858,image2/M00/0D/77/CgpzWlYfaDaABfBjAABlH2BLDEM476.png?cc=0.9948936435393989,50-150人,"移动互联网,广告营销",天使轮,"['节日礼物', '带薪年假', '绩效奖金', '五险一金']",市场|商务类,市场|营销,商业数据分析,"['数据分析', '消费者分析']","['电商', '数据分析', '消费者分析']","['电商', '数据分析', '消费者分析']",2020/3/16 09:09,09:09发布,上城区,"['近江', '望江', '汽车南站']",22500,1-3年,全职,本科,五险一金 周末双休 福利丰厚 带薪年假,today,2020/3/16 09:09,2836823,1,1号线,甬江路,1号线_近江;1号线_婺江路;1号线_近江;1号线_婺江路;4号线_甬江路;4号线_近江,30.230199,120.191609,,91,1,3,0,0.6373689,,,,0,0,,0,0,0,,,0,0,[],FALSE
6820395,产品经理/数据分析（核心业务）-2020届春招,205347,i/image2/M01/DD/9D/CgotOVxqQ4mAZKPXAAAgBM7uPTo366.jpg,2000人以上,"金融,电商",上市公司,"['带薪年假', '定期体检', '免费班车', '领导好']",产品|需求|项目类,产品经理,产品经理,"['产品设计', '数据分析']","['产品设计', '数据分析']",[],2020/3/16 10:04,10:04发布,余杭区,,60000,不限,全职,本科,亿级流量 免费食堂班车健身房,today,2020/3/16 10:10,6300155,1,,,,30.291923,120.045424,,100,1,3,0,0.5864679,,,,0,0,,0,0,0,,,0,0,[],TRUE
6872841,资深数据分析师,329,i/image3/M01/6A/43/Cgq2xl5UxfqAF56ZAABL2r1NdMU394.png,2000人以上,电商,上市公司,"['节日礼物', '技能培训', '免费班车', '带薪年假']",开发|测试|运维类,数据开发,数据分析,[],[],[],2020/3/16 08:00,08:00发布,滨江区,['长河'],7500,3-5年,全职,本科,网易严选,today,2020/3/15 16:46,6736927,1,,,,30.187795,120.190729,,0,0,3,0,0.6882698,,,,0,0,,0,0,0,,,0,0,[],TRUE
6747553,资深数据分析师,581460,i/image3/M01/5A/B7/Cgq2xl4Bu2aAH9SBAAA9Wj4r_O0486.jpg,2000人以上,"电商,汽车丨出行",D轮及以上,"['阿里合资', '六险一金', '独角兽', '行业先驱']",市场|商务类,市场|营销,商业数据分析,[],"['电商', '其他']","['电商', '其他']",2020/3/16 11:22,11:22发布,余杭区,,7500,5-10年,全职,本科,阿里生态 行业独角兽,threeDays,2020/3/13 16:51,14433809,1,,,,30.279145,120.008639,,7,4,2,0,0.8166289,,,,0,0,,0,0,0,,,0,0,[],FALSE
